TITLE = "Cavity Iterative Residual History"
variables="Iteration""Time(s)""Res1""Res2""Res3"
350 2.432175e-01 1.692257e-04 1.792632e-04 1.838859e-04
360 2.502488e-01 1.397142e-04 1.099284e-04 1.457309e-04
370 2.572800e-01 1.336985e-04 8.146657e-05 1.663693e-04
380 2.643113e-01 8.977136e-05 9.908947e-05 9.134148e-05
390 2.713425e-01 7.962670e-05 5.422963e-05 8.720216e-05
400 2.783738e-01 7.154980e-05 4.856308e-05 8.952782e-05
410 2.854050e-01 4.788745e-05 5.374537e-05 4.628800e-05
420 2.924363e-01 4.480554e-05 2.673183e-05 5.144319e-05
430 2.994675e-01 3.847136e-05 2.912283e-05 4.732960e-05
440 3.064988e-01 2.580812e-05 2.864658e-05 2.407346e-05
450 3.135300e-01 2.511417e-05 1.347957e-05 2.992149e-05
460 3.205613e-01 2.041535e-05 1.717233e-05 2.462225e-05
470 3.275925e-01 1.408733e-05 1.493441e-05 1.308331e-05
480 3.346238e-01 1.404864e-05 7.106805e-06 1.714765e-05
490 3.416550e-01 1.078391e-05 9.965410e-06 1.259348e-05
500 3.486863e-01 7.791705e-06 7.664211e-06 7.434148e-06
510 3.557175e-01 7.770629e-06 3.986445e-06 9.645237e-06
520 3.627488e-01 5.676703e-06 5.674297e-06 6.362730e-06
530 3.697800e-01 4.353025e-06 3.863433e-06 4.349551e-06
540 3.768113e-01 4.266913e-06 2.340823e-06 5.342843e-06
550 3.838425e-01 2.985853e-06 3.180106e-06 3.182882e-06
560 3.908738e-01 2.447754e-06 1.917592e-06 2.578468e-06
570 3.979050e-01 2.322948e-06 1.409925e-06 2.910370e-06
580 4.049363e-01 1.575442e-06 1.747077e-06 1.592727e-06
590 4.119675e-01 1.380479e-06 9.438798e-07 1.527671e-06
600 4.189988e-01 1.253672e-06 8.506252e-07 1.560885e-06
610 4.260300e-01 8.375233e-07 9.441218e-07 8.058847e-07
620 4.330613e-01 7.781383e-07 4.657042e-07 8.972196e-07
630 4.400925e-01 6.708361e-07 5.085626e-07 8.239647e-07
640 4.471238e-01 4.501357e-07 5.011563e-07 4.197255e-07
650 4.541550e-01 4.367993e-07 2.350623e-07 5.203063e-07
660 4.611863e-01 3.564484e-07 2.996772e-07 4.283494e-07
670 4.682175e-01 2.451683e-07 2.614675e-07 2.277990e-07
680 4.752488e-01 2.437853e-07 1.241900e-07 2.973444e-07
690 4.822800e-01 1.882360e-07 1.735991e-07 2.194674e-07
700 4.893113e-01 1.353094e-07 1.340664e-07 1.289939e-07
710 4.963425e-01 1.350648e-07 6.945050e-08 1.673550e-07
720 5.033738e-01 9.904538e-08 9.884246e-08 1.110050e-07
730 5.104050e-01 7.551274e-08 6.761455e-08 7.530108e-08
740 5.174363e-01 7.420865e-08 4.070369e-08 9.272865e-08
750 5.244675e-01 5.207473e-08 5.530397e-08 5.564416e-08
760 5.314988e-01 4.245207e-08 3.360979e-08 4.457373e-08
770 5.385300e-01 4.042180e-08 2.443150e-08 5.058471e-08
780 5.455613e-01 2.746200e-08 3.041795e-08 2.784416e-08
790 5.525925e-01 2.394356e-08 1.655240e-08 2.640013e-08
800 5.596238e-01 2.182703e-08 1.472385e-08 2.716502e-08
810 5.666550e-01 1.458610e-08 1.644476e-08 1.408226e-08
820 5.736863e-01 1.349708e-08 8.166357e-09 1.551452e-08
830 5.807175e-01 1.168874e-08 8.800997e-09 1.436266e-08
840 5.877488e-01 7.832113e-09 8.739731e-09 7.315167e-09
850 5.947800e-01 7.581203e-09 4.112997e-09 9.006232e-09
860 6.018113e-01 6.212941e-09 5.187599e-09 7.477786e-09
870 6.088425e-01 4.261497e-09 4.565347e-09 3.957124e-09
880 6.158738e-01 4.233567e-09 2.163812e-09 5.153591e-09
890 6.229050e-01 3.282517e-09 3.008046e-09 3.836326e-09
900 6.299363e-01 2.349936e-09 2.344163e-09 2.233968e-09
910 6.369675e-01 2.346945e-09 1.204608e-09 2.904349e-09
920 6.439988e-01 1.727466e-09 1.714563e-09 1.942547e-09
930 6.510300e-01 1.310543e-09 1.183785e-09 1.301722e-09
940 6.580613e-01 1.290402e-09 7.036259e-10 1.611475e-09
950 6.650925e-01 9.082045e-10 9.605838e-10 9.743121e-10
960 6.721238e-01 7.365104e-10 5.890604e-10 7.701559e-10
970 6.791550e-01 7.033631e-10 4.217866e-10 8.802168e-10
980 6.861863e-01 4.787762e-10 5.290050e-10 4.874690e-10
990 6.932175e-01 4.153743e-10 2.902465e-10 4.563132e-10
1000 7.002488e-01 3.800585e-10 2.541959e-10 4.733093e-10
1010 7.072800e-01 2.541274e-10 2.863887e-10 2.461972e-10
1020 7.143113e-01 2.341924e-10 1.430975e-10 2.683909e-10
1030 7.213425e-01 2.036533e-10 1.520706e-10 2.505576e-10
1040 7.283738e-01 1.363296e-10 1.524073e-10 1.275519e-10
1047 7.332957e-01 1.303383e-10 9.263058e-11 1.423631e-10
